epoch,acc,loss,val_acc,val_loss
0,0.0,24.5536858439,0.0,23.323015213
1,0.0,23.2030503154,0.0,22.4813876152
2,0.0,22.4436882734,0.0,22.1327449083
3,0.0,22.1015121937,0.0,21.7864738107
4,0.0,21.736351192,0.0,21.3081445098
5,0.0,21.2434439063,0.0,20.6784247756
6,0.0,20.5940394402,0.0,19.8264476657
7,0.0,19.7092581391,0.0,18.6740456223
8,0.0,18.5183933377,0.0,17.1564699113
9,0.0,16.9531726837,0.0,15.2091976404
10,0.0,14.9590324163,0.0,12.8414664865
11,0.0,12.5662473738,0.0,10.192910254
12,0.0,9.8905518949,0.0,7.59365265071
13,0.0,7.35396277905,0.0,5.74014817178
14,0.0,5.540646106,0.0,5.59668013453
15,0.0,5.91889876127,0.0,6.94846302271
16,0.0,7.06160721183,0.0,7.24490523338
17,0.0,7.19076901674,0.0,6.43079398572
18,0.0,6.34033611417,0.0,5.63223063946
19,0.0,5.61987343431,0.0,5.28476171196
20,0.0,5.24978846312,0.0,5.31907118857
21,0.0,5.34904323518,0.0,5.49310587347
22,0.0,5.49588041008,0.0,5.60464799404
23,0.0,5.61220914125,0.0,5.58471708745
24,0.0,5.57362428308,0.0,5.43370873481
25,0.0,5.40769018233,0.0,5.24911177158
26,0.0,5.2284104377,0.0,5.10825672746
27,0.0,5.106405586,0.0,5.06539136171
28,0.0,5.05373682082,0.0,5.09402400255
29,0.0,5.09417395294,0.0,5.13384798169
30,0.0,5.14058189094,0.0,5.1044434607
31,0.0,5.09313851595,0.0,5.00414967537
32,0.0,4.99764662981,0.0,4.91986192763
33,0.0,4.91314753145,0.0,4.87899045646
34,0.0,4.88201773167,0.0,4.86505157501
35,0.0,4.86189842224,0.0,4.84767315537
36,0.0,4.84471204877,0.0,4.81465624273
37,0.0,4.81209561229,0.0,4.76720473915
38,0.0,4.76783780754,0.0,4.72126930952
39,0.0,4.71559347212,0.0,4.67593603581
40,0.0,4.67024835944,0.0,4.63043557107
41,0.0,4.62594470382,0.0,4.59127212316
42,0.0,4.59309662879,0.0,4.55062221736
43,0.0,4.5490500927,0.0,4.5045061931
44,0.0,4.50212750584,0.0,4.45744161308
45,0.0,4.45200986415,0.0,4.40729382634
46,0.0,4.4012670517,0.0,4.35870914906
47,0.0,4.35303839296,0.0,4.31199322641
48,0.0,4.30596784502,0.0,4.2652246654
49,0.0,4.25968556851,0.0,4.21291813254
50,0.0,4.20707130432,0.0,4.1523912102
51,0.0,4.14319364727,0.0,4.07233575732
52,0.0,4.05345828831,0.0,3.99955120683
53,0.0,3.99386753142,0.0,3.9580713734
54,0.0,3.97266244888,0.0,3.88229496032
55,0.0,3.85915012658,0.0,3.76572666317
56,0.0,3.7477670759,0.0,3.70369254798
57,0.0,3.70153071731,0.0,3.66537819058
58,0.0,3.65651958436,0.0,3.56134256721
59,0.0,3.54833215475,0.0,3.40569718927
60,0.0,3.38296994567,0.0,3.26495767385
61,0.0,3.24783152342,0.0,3.16758907586
62,0.0,3.15494831651,0.0,3.06933742762
63,0.0,3.05185011774,0.0,2.90770514309
64,0.0,2.88220402598,0.0,2.71332328022
65,0.0,2.71609156579,0.0,2.55792387947
66,0.0,2.54136409238,0.0,2.39624283463
67,0.0,2.37549742311,0.0,2.2154096365
68,0.0,2.18855418265,0.0,1.99228075892
69,0.0,1.98136113212,0.0,1.78018965572
70,0.0,1.75658357143,0.0,1.58554378524
71,0.0,1.57134533301,0.0,1.38154375926
72,0.0,1.35294306651,0.0,1.16947767138
73,0.0,1.15498157218,0.0,1.00558965839
74,0.0,0.98521643877,0.0,0.799624161795
75,0.0,0.789021022618,0.0,0.646803898737
76,0.0,0.637363809161,0.0,0.530366588384
77,0.0,0.519088675268,0.0,0.441874152981
78,0.0,0.427516802214,0.0,0.373816597275
79,0.0,0.37366807647,0.0,0.4030149756
80,0.0,0.388875131495,0.0,0.324366168585
81,0.0,0.33534641657,0.0,0.364383986453
82,0.0,0.352654657327,0.0,0.349575027591
83,0.0,0.351769531146,0.0,0.3876902177
84,0.0,0.386935528368,0.0,0.343127583619
85,0.0,0.343192335218,0.0,0.354167408776
86,0.0,0.350767681375,0.0,0.332269666484
87,0.0,0.330904964358,0.0,0.349815068301
88,0.0,0.346023193561,0.0,0.315331471385
89,0.0,0.312029122841,0.0,0.33798069926
90,0.0,0.340744351037,0.0,0.30713587394
91,0.0,0.306326295249,0.0,0.370430969633
92,0.0,0.368356012739,0.0,0.316376013216
93,0.0,0.31200781092,0.0,0.333840132458
94,0.0,0.334276081994,0.0,0.328341548098
95,0.0,0.31796922069,0.0,0.326470572036
96,0.0,0.345031854697,0.0,0.351561564952
97,0.0,0.338863925077,0.0,0.322832303587
98,0.0,0.324875106104,0.0,0.367079522228
99,0.0,0.353932055645,0.0,0.304965069517
100,0.0,0.31268970808,0.0,0.388070023619
101,0.0,0.381330301054,0.0,0.302788583096
102,0.0,0.304356864654,0.0,0.33466041903
103,0.0,0.333834641613,0.0,0.308481390821
104,0.0,0.300100119784,0.0,0.318677317351
105,0.0,0.328329116106,0.0,0.322169092018
106,0.0,0.316292167641,0.0,0.312568686204
107,0.0,0.316424827091,0.0,0.323987105628
108,0.0,0.321057105437,0.0,0.296254916117
109,0.0,0.295299414545,0.0,0.316344507504
110,0.0,0.315206345171,0.0,0.293721235357
111,0.0,0.292351510841,0.0,0.326984855812
112,0.0,0.326299405191,0.0,0.305900328094
113,0.0,0.305737062357,0.0,0.295618598349
114,0.0,0.295662487391,0.0,0.302795734722
115,0.0,0.303180613555,0.0,0.293586057145
116,0.0,0.296017820947,0.0,0.291103193071
117,0.0,0.290907475166,0.0,0.29178435076
118,0.0,0.293047943152,0.0,0.294118885882
119,0.0,0.294340867549,0.0,0.295647236984
120,0.0,0.294494065456,0.0,0.293061577715
121,0.0,0.294021168258,0.0,0.299245535163
122,0.0,0.297384373844,0.0,0.292288655415
123,0.0,0.296436421573,0.0,0.304854499176
124,0.0,0.30049833376,0.0,0.293082597898
125,0.0,0.304523334838,0.0,0.303232212318
126,0.0,0.301169160288,0.0,0.296459517442
127,0.0,0.296010497957,0.0,0.310164971743
128,0.0,0.311143425293,0.0,0.293910615612
129,0.0,0.316855221987,0.0,0.341174928937
130,0.0,0.331695036031,0.0,0.293385488447
131,0.0,0.308232225478,0.0,0.316211605445
132,0.0,0.312581277452,0.0,0.292117974721
133,0.0,0.288834438659,0.0,0.331666759448
134,0.0,0.331583037972,0.0,0.319006039994
135,0.0,0.312590765301,0.0,0.293524628505
136,0.0,0.297243147157,0.0,0.319486453664
137,0.0,0.314219950698,0.0,0.290622081608
138,0.0,0.292743292637,0.0,0.347961107502
139,0.0,0.346338454634,0.0,0.297833960736
140,0.0,0.30210000556,0.0,0.294216620736
141,0.0,0.295670426916,0.0,0.288979968522
142,0.0,0.28686302714,0.0,0.300386493327
143,0.0,0.300773263909,0.0,0.29673466715
144,0.0,0.299505339935,0.0,0.287692564074
145,0.0,0.287989413366,0.0,0.291799007915
146,0.0,0.296109589748,0.0,0.287861770485
147,0.0,0.289175684564,0.0,0.298401859356
148,0.0,0.298345542978,0.0,0.290964534739
149,0.0,0.291190367192,0.0,0.286932574119
150,0.0,0.286763226613,0.0,0.28893378377
151,0.0,0.290646651294,0.0,0.291387934703
152,0.0,0.292333818972,0.0,0.288035257719
153,0.0,0.289593961556,0.0,0.288828220917
154,0.0,0.289169528522,0.0,0.286414354574
155,0.0,0.285425106063,0.0,0.298330683261
156,0.0,0.298952638172,0.0,0.286854428239
157,0.0,0.28260169737,0.0,0.310599922203
158,0.0,0.311017561238,0.0,0.302682018373
159,0.0,0.299548134208,0.0,0.290607668925
160,0.0,0.298613605089,0.0,0.290723477956
161,0.0,0.284754319116,0.0,0.307436653879
162,0.0,0.308766397648,0.0,0.313696431927
163,0.0,0.304771445692,0.0,0.293353638146
164,0.0,0.308756516781,0.0,0.3160337382
165,0.0,0.309459345415,0.0,0.293347839266
166,0.0,0.295740198344,0.0,0.317273498746
167,0.0,0.314115598798,0.0,0.286527997348
168,0.0,0.286064052023,0.0,0.30606767768
169,0.0,0.309183144942,0.0,0.303150117863
170,0.0,0.301929029636,0.0,0.287413407583
171,0.0,0.288015551865,0.0,0.289965910139
172,0.0,0.289896004833,0.0,0.287975345273
173,0.0,0.287718122825,0.0,0.286186132114
